River,Location,pH,Turbidity,Temperature,DO,BOD,EC,Nitrate,Fecal_Coliform,City,Latitude,Longitude
Yamuna,A,6.19,3.86,21.26,3.47,1.65,523.83,13.67,3475,Uttarkashi,30.7298,78.4434
Ganga,D,7.54,8.11,23.95,2.85,9.18,242.84,15.26,450,Varanasi,25.3176,82.9739
Yamuna,C,8.42,6.87,34.92,8.5,9.62,761.49,20.65,3621,Mathura,27.4924,77.6737
Kaveri,B,7.38,1.25,15.11,6.63,1.7,177.32,19.04,471,Mysuru,12.2958,76.6394
Krishna,A,6.16,12.1,27.54,6.95,5.79,774.24,24.34,621,Mahabaleshwar,17.9307,73.6477
Yamuna,E,8.36,1.97,21.11,8.25,3.73,61.14,1.44,3481,Prayagraj,25.4358,81.8463
Brahmaputra,B,6.6,7.64,15.06,7.63,4.54,410.84,8.96,3173,Tezpur,26.633,92.8
Mahanadi,B,6.78,8.85,15.65,8.68,2.62,300.03,8.48,15,Sambalpur,21.4669,83.9812
Krishna,A,6.49,9.8,33.83,2.45,6.2,386.84,4.47,4786,Mahabaleshwar,17.9307,73.6477
Mahanadi,B,6.99,10.64,32.23,7.98,9.62,478,8.75,3980,Sambalpur,21.4669,83.9812
Yamuna,E,8.27,4.55,32.86,8.81,5.53,376.69,9.36,2868,Prayagraj,25.4358,81.8463
Mahanadi,B,7.56,1.14,34.81,4.29,1.75,361.14,15.7,2616,Sambalpur,21.4669,83.9812
Kaveri,E,6.61,11.13,16.79,7.12,6.58,599.54,19.94,108,Thanjavur,10.787,79.1378
Krishna,A,8.63,8.5,20.18,4.51,4.06,564.41,11.49,535,Mahabaleshwar,17.9307,73.6477
Kaveri,C,8.64,12.71,27.39,9.66,8.7,674.95,21.61,1190,Erode,11.341,77.7172
Yamuna,B,8.61,12.5,23.13,2.27,4.91,237.47,10.15,1699,New Delhi,28.6139,77.209
Kaveri,C,6.72,12.81,21.62,6.64,2.74,507.15,8.78,1148,Erode,11.341,77.7172
Brahmaputra,E,7.35,7.79,20.23,3.33,2.72,488.9,16.28,4501,Dhubri,26.0222,89.9856
Yamuna,B,8.95,5.67,25.66,7.7,7.92,327.3,0.81,4875,New Delhi,28.6139,77.209
Yamuna,D,8.32,12.08,25.24,3.41,3.39,414.54,2.49,3081,Agra,27.1767,78.0081
Yamuna,C,6.08,7.32,15.71,3.88,7.91,285.34,12.6,2937,Mathura,27.4924,77.6737
Ganga,B,6.2,3.57,22.85,5.95,2.85,156.38,28.29,2802,Kanpur,26.4499,80.3319
Mahanadi,C,7.39,12.97,24.73,9.32,3.9,210.35,21.67,4788,Cuttack,20.4625,85.8828
Ganga,B,8.73,13.36,25.12,3.69,5.19,129.14,2.73,24,Kanpur,26.4499,80.3319
Ganga,A,7.62,7.53,16.83,3.15,9.49,562.3,25.4,2425,Rishikesh,30.0869,78.2676
Brahmaputra,C,7.49,2.06,29.07,8.07,9.39,545.55,22,2695,Guwahati,26.1445,91.7362
Krishna,D,6.32,6.43,12.58,6,2.86,762.95,18.37,2910,Guntur,16.3067,80.4365
Mahanadi,D,7.97,12.25,20.16,9.29,4.22,597.26,24.63,1246,Bhubaneswar,20.2961,85.8245
Kaveri,E,8.47,13.62,29.94,3.17,2.34,89.03,12.18,4110,Thanjavur,10.787,79.1378
Narmada,B,7.14,3.85,24.97,7.17,5.59,713.18,6.72,3230,Jabalpur,23.1815,79.9864
Yamuna,C,8.33,1.94,18.01,3.86,5.15,697.01,15.41,1617,Mathura,27.4924,77.6737
Kaveri,E,8.89,13.28,27.98,3.25,9.11,382.49,16.51,3573,Thanjavur,10.787,79.1378
Yamuna,C,6.61,6.45,25.05,7.47,9.37,489.4,16.2,3307,Mathura,27.4924,77.6737
Brahmaputra,B,7.57,8.58,30.31,6.75,4.45,782.06,17,2643,Tezpur,26.633,92.8
Yamuna,D,6.86,14.55,28.91,8.04,5.43,449.23,28.47,3900,Agra,27.1767,78.0081
Ganga,A,8.38,1.93,26.03,4.48,9.07,728.99,27.08,4274,Rishikesh,30.0869,78.2676
Mahanadi,D,7.73,10.08,23.23,5.58,8.26,112.28,26.28,2818,Bhubaneswar,20.2961,85.8245
Narmada,E,7.9,2.04,15.06,5.24,1.03,193.29,24.06,801,Bharuch,21.7051,72.9959
Godavari,A,8.39,6.26,18.01,9.87,3.88,380.57,28.31,1009,Nashik,19.9975,73.7898
Yamuna,E,7.19,12.25,21.64,4.34,4.8,488.57,3.04,161,Prayagraj,25.4358,81.8463
Kaveri,B,8.75,7.07,25.78,4.36,3.07,662.17,8.03,3073,Mysuru,12.2958,76.6394
Ganga,A,7.6,14.96,23.82,4.84,2.8,791.2,14.9,4609,Rishikesh,30.0869,78.2676
Godavari,E,6.47,8.83,18.63,6.52,1.34,341.64,25.41,2101,Kakinada,16.9891,82.2475
Narmada,B,8.09,5.5,12.15,4.02,6.79,85.56,15.2,4609,Jabalpur,23.1815,79.9864
Godavari,D,8.38,4.08,23.41,9.32,3.36,650.88,22.47,4092,Rajahmundry,17.0005,81.804
Ganga,B,6.95,5.91,18.57,4.13,1.47,503.29,4.25,4036,Kanpur,26.4499,80.3319
Mahanadi,C,8.57,6.22,28.9,9.17,3.08,198.91,7.65,2987,Cuttack,20.4625,85.8828
Mahanadi,B,8.72,1.96,12.55,2.83,8.22,421.12,21.98,852,Sambalpur,21.4669,83.9812
Krishna,B,6.83,6.17,25.45,7.25,8.66,606.73,5.03,4456,Sangli,16.8524,74.5815
Mahanadi,C,8.95,7.5,33.65,9.26,5.35,627.81,10.61,3803,Cuttack,20.4625,85.8828
Krishna,E,6.42,11.12,16.01,3.35,4.74,424.71,8.02,2080,Machilipatnam,16.1875,81.1389
Godavari,E,6.61,10.19,22.85,9.75,9.8,278.91,10.56,1669,Kakinada,16.9891,82.2475
Brahmaputra,B,6.55,10.92,14.1,5.62,2.81,780.31,21.28,607,Tezpur,26.633,92.8
Kaveri,C,8.68,1.12,26.39,9.57,2.94,547.52,11.1,2523,Erode,11.341,77.7172
Kaveri,C,7.96,4.05,24.66,7.41,3.63,356.18,16.7,4145,Erode,11.341,77.7172
Godavari,D,6.46,10.26,21.37,4.41,2.55,260.35,3.09,4280,Rajahmundry,17.0005,81.804
Yamuna,E,7.32,7.78,23.99,3.51,4.41,598.33,24.17,3613,Prayagraj,25.4358,81.8463
Yamuna,A,7.85,1.07,32.62,4.43,9.2,231.64,11.16,1226,Uttarkashi,30.7298,78.4434
Mahanadi,E,6.25,12.26,16.51,2.74,6.54,178.78,19.49,2301,Paradip,20.316,86.6103
Kaveri,E,8.65,11.82,12.52,3.15,4.71,447.38,21.79,4941,Thanjavur,10.787,79.1378
Kaveri,D,8.41,8.68,31.82,2.84,9.41,267.49,6.37,3821,Tiruchirappalli,10.7905,78.7047
Krishna,A,7.52,1.93,25.27,5.38,1.44,521.68,26.55,941,Mahabaleshwar,17.9307,73.6477
Brahmaputra,D,8.9,11.73,32.49,8.36,2.89,138.45,18.53,2148,Goalpara,26.17,90.62
Ganga,A,7.25,9.17,25.73,3.13,6.09,541.21,12.92,4012,Rishikesh,30.0869,78.2676
Yamuna,B,8.95,11.95,30.63,3.04,6.54,262.47,5.55,2988,New Delhi,28.6139,77.209
Kaveri,A,8,11.52,21.88,7.15,1.36,50.18,28.27,3902,Kodagu,12.3375,75.8069
Krishna,D,7.9,12.24,29.25,3.58,4.63,145.2,22.68,4605,Guntur,16.3067,80.4365
Narmada,E,6.5,8.25,33,2.78,6.84,750.21,6.32,2928,Bharuch,21.7051,72.9959
Krishna,A,8.65,2.96,25.16,3.33,7.28,700.52,10.2,2574,Mahabaleshwar,17.9307,73.6477
Yamuna,A,7.28,10.4,16.16,9.39,6.74,225.21,24.31,1773,Uttarkashi,30.7298,78.4434
Yamuna,C,6.49,9.69,18.18,8.57,3.89,633.78,20.9,2180,Mathura,27.4924,77.6737
Krishna,E,6.04,11.39,16.57,4.83,1.84,506.43,23,345,Machilipatnam,16.1875,81.1389
Ganga,B,7.68,3.38,17.68,7.25,4.84,778.18,13.29,1186,Kanpur,26.4499,80.3319
Godavari,D,7.58,3.73,19.05,6.3,2.16,330.2,21.52,3031,Rajahmundry,17.0005,81.804
Yamuna,B,8.16,13.47,24.77,7.42,9.53,561.1,11.66,788,New Delhi,28.6139,77.209
Krishna,E,8.67,11.5,25.52,7.46,5.28,97.65,6.42,1195,Machilipatnam,16.1875,81.1389
Kaveri,A,6.24,13.72,21.81,7.03,3.86,347.19,19.02,3295,Kodagu,12.3375,75.8069
Krishna,A,8.19,11.62,26.15,4.13,7.9,772.86,29.28,3457,Mahabaleshwar,17.9307,73.6477
Brahmaputra,E,6.56,9.36,13.88,2.31,5.48,454.24,9.39,4001,Dhubri,26.0222,89.9856
Godavari,A,8.57,10.16,14.02,5.64,3.79,265.91,13.88,2480,Nashik,19.9975,73.7898
Narmada,A,8.46,13.45,15.95,9.13,8.31,140.2,20.25,948,Amarkantak,22.6744,81.7597
Ganga,A,7.62,9.1,23.92,6.56,8.8,577.65,16.29,4909,Rishikesh,30.0869,78.2676
Mahanadi,D,8.13,9.85,16.92,8.66,7.06,533.64,25.32,4016,Bhubaneswar,20.2961,85.8245
Narmada,D,6.94,3.19,18.52,9.93,1.42,330.45,22.88,1945,Vadodara,22.3072,73.1812
Godavari,C,7.41,7.63,21.21,3.31,6.1,763.21,1.84,643,Adilabad,19.6667,78.5333
Godavari,B,8.46,11.03,30.67,7.53,7.87,66.65,29.95,1263,Nanded,19.16,77.31
Godavari,E,7.38,4.79,12.32,7.39,2.23,277.79,22.6,1092,Kakinada,16.9891,82.2475
Narmada,E,7.07,3.83,26.94,9.84,3.06,740.8,25.93,2153,Bharuch,21.7051,72.9959
Kaveri,E,7.48,5.39,27.38,9.88,8.94,290.7,19.57,1295,Thanjavur,10.787,79.1378
Godavari,C,8.48,4.38,30.37,7.49,1.18,239.19,25.7,363,Adilabad,19.6667,78.5333
Krishna,D,7.01,4.01,33.45,3.95,7.77,450.67,3.46,1895,Guntur,16.3067,80.4365
Narmada,C,6.52,6.95,12.46,8.39,5.26,667.85,10.5,1828,Hoshangabad,22.7441,77.7369
Mahanadi,E,8.14,13.71,15.54,2.86,5.02,127.36,26.3,2530,Paradip,20.316,86.6103
Godavari,B,8.48,8.1,32.38,8.25,1.06,757.27,6.13,4018,Nanded,19.16,77.31
Krishna,A,6.3,3.63,22.55,9.28,8.37,646.3,2.44,3032,Mahabaleshwar,17.9307,73.6477
Kaveri,D,6.72,2.08,24.99,5.06,4.24,185.94,23.66,2594,Tiruchirappalli,10.7905,78.7047
Brahmaputra,D,6.43,10.75,27.25,7.05,5.87,584.01,25.08,1557,Goalpara,26.17,90.62
Kaveri,C,7.04,6.36,27.62,5.44,7.1,338.72,4.96,4028,Erode,11.341,77.7172
Mahanadi,D,7.35,12.51,33.43,5.5,7.32,351.72,25.64,4214,Bhubaneswar,20.2961,85.8245
Godavari,E,8.25,10.23,34.93,4.48,9.6,637.47,20.63,1378,Kakinada,16.9891,82.2475
Mahanadi,E,7.95,12.15,28.56,8.1,5.78,772.09,15.65,3347,Paradip,20.316,86.6103
Narmada,C,7.86,4.81,18.61,9.49,4.6,144.99,24.92,1767,Hoshangabad,22.7441,77.7369
Yamuna,E,7.06,10.69,32.23,9.53,9.58,365.47,12.64,1527,Prayagraj,25.4358,81.8463
Godavari,B,8.52,4.7,13.13,3.4,6.78,410.71,5.9,4927,Nanded,19.16,77.31
Yamuna,C,7.41,14.15,17.31,9,3.68,332.23,8.62,3494,Mathura,27.4924,77.6737
Krishna,B,8.94,9.91,32.64,7.9,2.14,322.39,15.2,3695,Sangli,16.8524,74.5815
Brahmaputra,A,7.9,5.54,17.89,4.02,8.58,89.2,15.99,3062,Dibrugarh,27.4728,94.911
Ganga,B,6.38,4.77,17.07,2.54,4.26,564.15,24.19,2706,Kanpur,26.4499,80.3319
Mahanadi,A,8.03,3.67,15.18,4.14,6.94,377.16,23.76,200,Raipur,21.2514,81.6296
Kaveri,A,6.98,10.72,31.76,9.3,5.24,196.1,17.48,942,Kodagu,12.3375,75.8069
Brahmaputra,B,8.06,4.06,23.5,7.07,2.79,662.03,23.45,4247,Tezpur,26.633,92.8
Godavari,C,6.21,9.33,27.52,7.77,6.42,651.92,5.83,3248,Adilabad,19.6667,78.5333
Yamuna,E,6.52,4.7,17.5,4.06,1.55,414.79,1.6,2225,Prayagraj,25.4358,81.8463
Kaveri,E,8.57,10.27,29.43,7.76,4.72,273.84,26.22,575,Thanjavur,10.787,79.1378
Yamuna,A,6.68,12.41,29.48,2.22,5.92,528.57,2.36,1144,Uttarkashi,30.7298,78.4434
Narmada,A,8.51,11.89,19.19,5,4.92,266.11,7.48,753,Amarkantak,22.6744,81.7597
Yamuna,C,6.84,11.65,21.45,7.01,7.74,227.01,20.89,682,Mathura,27.4924,77.6737
Narmada,D,7.93,3.63,16.82,3.17,8.45,597.89,12.34,2921,Vadodara,22.3072,73.1812
Krishna,B,8.08,2.24,34.46,8.58,7.94,80.24,26.3,540,Sangli,16.8524,74.5815
Kaveri,A,7.54,10.79,26.85,3.88,1.35,121.08,9.01,3031,Kodagu,12.3375,75.8069
Kaveri,E,6.92,6.16,33.49,7.22,2.75,55.09,0.45,571,Thanjavur,10.787,79.1378
Ganga,C,6.64,7.05,18.98,5.24,5.83,164.71,9.09,311,Patna,25.5941,85.1376
Godavari,B,6.1,1.44,29.98,6.77,9.41,101.74,17.38,3777,Nanded,19.16,77.31
Narmada,C,6.91,4.63,29.61,2.86,8.51,796.85,11.34,4290,Hoshangabad,22.7441,77.7369
Ganga,B,7.96,1.47,27.91,2.14,8.58,266.61,16.09,519,Kanpur,26.4499,80.3319
Yamuna,B,8.81,13.31,34.21,9.28,3.73,161.95,26.31,3455,New Delhi,28.6139,77.209
Yamuna,A,8.61,4.41,21.05,4.16,4.87,230.75,27.38,2213,Uttarkashi,30.7298,78.4434
Ganga,C,8.3,8.8,15.01,8.56,5.24,752.09,8.05,2844,Patna,25.5941,85.1376
Kaveri,C,8.37,1.55,27.45,9.99,2.42,440.12,13.92,804,Erode,11.341,77.7172
Yamuna,E,7.99,10.34,28.77,3.69,1.28,323.61,16.52,2489,Prayagraj,25.4358,81.8463
Mahanadi,E,6.78,5.52,25.23,4.12,9.52,705.04,28.48,1533,Paradip,20.316,86.6103
Krishna,A,8.72,13.57,16.76,7.3,3.17,346.24,29.96,4866,Mahabaleshwar,17.9307,73.6477
Krishna,A,8.01,13.43,23.6,9.72,3.16,301.26,7.14,2204,Mahabaleshwar,17.9307,73.6477
Mahanadi,D,7.68,5.55,19.18,9.33,1.75,205.46,21.84,2538,Bhubaneswar,20.2961,85.8245
Ganga,E,6.33,13.61,21.83,6.02,9.36,333.35,11.4,444,Kolkata,22.5726,88.3639
Mahanadi,B,7.34,14.95,26.84,8.36,6.22,287.51,0.34,2048,Sambalpur,21.4669,83.9812
Narmada,C,7.38,12.56,29.14,3.09,7,557.98,0.38,1716,Hoshangabad,22.7441,77.7369
Narmada,A,8.59,12.83,17.34,9.82,9.2,267.19,13.87,78,Amarkantak,22.6744,81.7597
Ganga,C,7.64,4.49,21.32,9.71,4.11,482.9,14.7,1914,Patna,25.5941,85.1376
Mahanadi,C,7.14,9.07,18.19,3.31,6.59,99.42,0.77,3969,Cuttack,20.4625,85.8828
Narmada,D,8.93,1.94,16.57,4.4,1.35,193.47,20.64,2961,Vadodara,22.3072,73.1812
Kaveri,E,6.33,2.33,30.02,2.8,2.68,355.55,8.89,4659,Thanjavur,10.787,79.1378
Mahanadi,A,7.27,14.98,32.91,4.17,8.48,752.71,16.84,2723,Raipur,21.2514,81.6296
Kaveri,C,6.13,5.57,20.52,8.53,7.9,332.94,9.1,3379,Erode,11.341,77.7172
Narmada,A,8.22,11.47,29.28,5.03,4.16,548.06,5.1,4605,Amarkantak,22.6744,81.7597
Krishna,B,8.75,12.29,32.63,2.71,4.39,241.32,12.27,3737,Sangli,16.8524,74.5815
Narmada,D,6.84,13.01,31.46,4.74,5.8,145.28,7.04,2414,Vadodara,22.3072,73.1812
Kaveri,B,8.58,14.97,16.2,9.85,1,93.9,16.09,3335,Mysuru,12.2958,76.6394
Brahmaputra,A,6.88,4.38,33.99,7.04,3.17,279.06,6.04,3556,Dibrugarh,27.4728,94.911
Godavari,A,8.73,1.56,20.66,5.33,2.87,168.25,15.3,2313,Nashik,19.9975,73.7898
Yamuna,E,8.26,6.76,19.8,3.33,3.25,180.51,4.81,3691,Prayagraj,25.4358,81.8463
Mahanadi,C,8.41,2.82,13.44,9.89,8.25,620.57,20.16,3231,Cuttack,20.4625,85.8828
Brahmaputra,C,6.05,1.31,23.18,8.57,3.52,61.88,22.64,4384,Guwahati,26.1445,91.7362
Narmada,B,8.89,6.05,14.51,4.25,2.72,468.36,3.4,1092,Jabalpur,23.1815,79.9864
Krishna,D,8.18,11.97,17.72,2.56,5.54,334.6,14.09,455,Guntur,16.3067,80.4365
Ganga,C,6.91,8.93,19.29,2.45,8.79,429.91,2.22,4941,Patna,25.5941,85.1376
Narmada,E,8.49,5.38,30.6,2.96,3.17,472.12,17.99,4860,Bharuch,21.7051,72.9959
Krishna,B,6.84,10.16,32.14,6.65,1.71,285.03,8.01,1602,Sangli,16.8524,74.5815
Godavari,B,8.62,4.25,18.96,9.43,4.21,271.33,15.88,2785,Nanded,19.16,77.31
Narmada,E,6.34,1.2,31.75,5.97,7.73,600.05,15.57,3826,Bharuch,21.7051,72.9959
Kaveri,D,8.11,11.7,31.72,8.74,5.96,703.46,27.74,3063,Tiruchirappalli,10.7905,78.7047
Ganga,E,7.62,9.73,29.59,5.57,8.35,194.44,16.52,1600,Kolkata,22.5726,88.3639
Krishna,D,6.29,11.67,15.37,7.67,9.64,123.21,17.53,2241,Guntur,16.3067,80.4365
Krishna,E,6.73,1.55,27.88,7.85,8.13,723.35,12.11,1571,Machilipatnam,16.1875,81.1389
Krishna,E,6.04,12.72,33.74,3.39,6.43,312.42,28.48,4282,Machilipatnam,16.1875,81.1389
Godavari,A,7.41,9.67,27.7,4.89,5.44,463.49,23.34,3656,Nashik,19.9975,73.7898
Narmada,B,6.9,8.89,19.63,7.1,1.36,319.66,8.63,4952,Jabalpur,23.1815,79.9864
Godavari,E,7.8,9.74,23.51,2.57,9.86,144.35,25.34,3248,Kakinada,16.9891,82.2475
Mahanadi,E,6.89,13.1,26.85,4.89,4.45,492,13.03,1610,Paradip,20.316,86.6103
Yamuna,C,6.9,9.22,23.74,6.28,2.37,443.86,24.88,2066,Mathura,27.4924,77.6737
Yamuna,B,8.23,9.13,14.76,9.97,7,202.25,24.7,4341,New Delhi,28.6139,77.209
Mahanadi,C,6.14,14.87,19.18,5.8,3.56,388.9,5.75,719,Cuttack,20.4625,85.8828
Narmada,B,8.71,11.59,30.46,8.53,6.27,647.71,21.06,2981,Jabalpur,23.1815,79.9864
Kaveri,C,8.56,7.19,31.81,5.46,6.28,492.82,8.79,2742,Erode,11.341,77.7172
Godavari,E,8,10.9,15.16,8.37,5.01,122.69,9,803,Kakinada,16.9891,82.2475
Ganga,E,7.78,6.45,33.9,6.76,8.53,461.02,8.96,3109,Kolkata,22.5726,88.3639
Krishna,A,8.68,4.2,19.56,9.09,3.38,577.05,21.79,2865,Mahabaleshwar,17.9307,73.6477
Krishna,C,6.56,9.36,27.23,5.29,5.04,644.53,6.97,36,Vijayawada,16.5062,80.648
Narmada,D,6.24,13.99,29.29,6.83,5.84,521.84,0.13,3277,Vadodara,22.3072,73.1812
Kaveri,A,6.72,14.01,30.67,7.04,6.97,164.49,21.49,94,Kodagu,12.3375,75.8069
Yamuna,C,8.38,5.79,33.75,5.34,8.06,582.63,5.22,3111,Mathura,27.4924,77.6737
Yamuna,C,6.1,8.39,19.2,3.15,4.55,558.01,3.22,1132,Mathura,27.4924,77.6737
Krishna,A,7.75,3.96,31.75,2.75,6.81,68.32,7.2,21,Mahabaleshwar,17.9307,73.6477
Narmada,E,8.99,14.94,15.03,2.13,2.36,358.81,11.46,1758,Bharuch,21.7051,72.9959
Godavari,C,8.57,14.74,28.22,8.99,9.39,299.71,14.33,3119,Adilabad,19.6667,78.5333
Yamuna,E,7.56,10.09,29.07,3.89,4.45,552.06,1.43,1886,Prayagraj,25.4358,81.8463
Godavari,A,6.19,12.26,27.59,3.69,7.57,212.1,29.12,2629,Nashik,19.9975,73.7898
Kaveri,E,8.49,11.01,17.8,7.89,1.18,493.15,21.51,189,Thanjavur,10.787,79.1378
Yamuna,B,7.8,9.3,32.08,4.56,2.85,734.9,9.76,806,New Delhi,28.6139,77.209
Yamuna,D,6.34,1.75,15.88,6.05,5.38,648.35,9.63,3823,Agra,27.1767,78.0081
Brahmaputra,C,6.28,7.37,13.23,3.3,8.9,741.09,13.51,2034,Guwahati,26.1445,91.7362
Yamuna,D,8.73,10.45,28.5,9.68,5.75,783.88,18.82,3227,Agra,27.1767,78.0081
Mahanadi,E,8.01,10.49,22.94,8.81,9.37,58,4.48,896,Paradip,20.316,86.6103
Ganga,C,8.49,6.22,31.53,8.91,5.35,517.06,5.75,2478,Patna,25.5941,85.1376
Mahanadi,E,8.64,14.18,20.82,5.25,5.41,359.63,25.8,3397,Paradip,20.316,86.6103
Narmada,B,7.72,3.34,15.87,8.1,2.08,694.89,7.76,1529,Jabalpur,23.1815,79.9864
Narmada,A,7.55,8.01,31.24,3.15,8.22,238.86,11.47,2442,Amarkantak,22.6744,81.7597
Godavari,C,7.29,10.67,24.62,2.07,3.22,785.77,26.15,4876,Adilabad,19.6667,78.5333
Mahanadi,B,6.95,10.76,16.35,2.16,9.1,510.28,19.93,926,Sambalpur,21.4669,83.9812
Mahanadi,B,7.3,10.08,28.57,6.69,9.2,645.15,10.32,2080,Sambalpur,21.4669,83.9812
Mahanadi,C,8.32,4.85,23.76,5.64,9.49,114.2,20.54,3986,Cuttack,20.4625,85.8828
Kaveri,E,7.81,3.19,25.9,6.14,5.68,187.59,0.69,1791,Thanjavur,10.787,79.1378
Yamuna,B,8.68,9.9,22.6,2.06,7.09,618.8,22.1,348,New Delhi,28.6139,77.209
Ganga,D,7.33,9.39,31.06,5.38,8.01,66.49,14.66,1526,Varanasi,25.3176,82.9739
Godavari,B,7.82,3.51,31.08,7.74,2.18,662.66,24.41,2880,Nanded,19.16,77.31
Mahanadi,E,7.89,10.87,28.32,5.54,6.41,60.46,28.64,3592,Paradip,20.316,86.6103
Mahanadi,E,7.78,7.37,14.42,7.86,1.31,542.84,27.78,924,Paradip,20.316,86.6103
Brahmaputra,D,8.11,10.35,31.29,3.86,5.48,323.82,27.29,3300,Goalpara,26.17,90.62
Godavari,B,6.71,12.72,27.43,8.51,2.39,508.62,15.41,4580,Nanded,19.16,77.31
Mahanadi,E,7.54,3.38,28.03,6.71,2.65,572.02,10.87,1456,Paradip,20.316,86.6103
Godavari,C,6.31,1.27,20.35,3.69,4.29,306.86,14,1389,Adilabad,19.6667,78.5333
Yamuna,A,7.15,11.91,32.22,3.89,4.89,130.97,20.73,1493,Uttarkashi,30.7298,78.4434
Brahmaputra,A,7.46,9.54,28.68,7.02,6.61,102.23,26.53,2084,Dibrugarh,27.4728,94.911
Godavari,A,7.96,10.79,14.59,8.64,1.67,491.7,6.29,810,Nashik,19.9975,73.7898
Ganga,B,8.85,12.73,21.38,5.33,5.53,440.49,27.55,1256,Kanpur,26.4499,80.3319
Ganga,D,7.8,12.24,32.39,4.07,2.64,606.65,24.47,4969,Varanasi,25.3176,82.9739
Narmada,E,8.23,14.45,13.09,8.94,6.17,432.3,29.37,2747,Bharuch,21.7051,72.9959
Brahmaputra,C,7.52,8.5,34.11,7.35,6.74,366.83,26.42,3505,Guwahati,26.1445,91.7362
Brahmaputra,C,7.9,7.84,27.62,5.58,6.01,348.57,8.47,4844,Guwahati,26.1445,91.7362
Narmada,B,6.21,6.63,26.52,5.9,7.64,69.84,3.27,3267,Jabalpur,23.1815,79.9864
Godavari,A,6.76,3.15,18.22,3.63,4.02,301.67,3.46,3887,Nashik,19.9975,73.7898
Brahmaputra,B,7.09,9.02,17.72,7.01,7.89,782.02,8.81,991,Tezpur,26.633,92.8
Ganga,D,7.42,4.88,33.67,4.87,4.89,705.17,18.46,2486,Varanasi,25.3176,82.9739
Ganga,D,6.14,13.9,18.86,9.97,5.36,297.03,24.15,2098,Varanasi,25.3176,82.9739
Mahanadi,E,6.42,9.16,29.84,5.84,6.83,490.85,26.99,2962,Paradip,20.316,86.6103
Yamuna,E,6.83,9.3,21.04,5.89,1.17,685.47,18.75,1021,Prayagraj,25.4358,81.8463
Brahmaputra,D,8.91,5.97,15.2,6.53,6.89,380.96,0.27,3474,Goalpara,26.17,90.62
Godavari,D,6.99,1.73,12.25,9.33,6.57,63.47,5.67,2760,Rajahmundry,17.0005,81.804
Narmada,D,7.45,1.44,24.52,8.41,3.79,105.88,3.08,2136,Vadodara,22.3072,73.1812
Narmada,B,6.59,6.93,34.44,5.61,1.77,432.79,10.96,4822,Jabalpur,23.1815,79.9864
Godavari,D,7.83,2.18,20.49,7.75,1.82,777.08,15.09,3871,Rajahmundry,17.0005,81.804
Kaveri,C,6.84,9.5,20.22,6.69,9.31,569.91,1.4,2601,Erode,11.341,77.7172
Krishna,A,6.62,13.33,19.91,5.94,7.2,103.19,10.52,1483,Mahabaleshwar,17.9307,73.6477
Yamuna,D,7.55,13.36,23.97,3.54,2.14,192.02,5.46,2531,Agra,27.1767,78.0081
Narmada,A,6.02,10.23,22.14,5.71,4.21,628.49,19.45,1175,Amarkantak,22.6744,81.7597
Brahmaputra,B,6.02,3.96,32.24,3.97,6.33,681.08,13.98,3332,Tezpur,26.633,92.8
Yamuna,A,6.66,13.08,23.63,9.32,8.52,513.27,14.91,619,Uttarkashi,30.7298,78.4434
Brahmaputra,B,6.11,13.41,23.68,4.68,1.39,533.32,12.89,2193,Tezpur,26.633,92.8
Kaveri,C,6.32,3.75,15.18,9.62,3.13,71.25,28.68,2541,Erode,11.341,77.7172
Ganga,B,7.02,11.32,34.6,6.26,9.01,671.4,6.52,2871,Kanpur,26.4499,80.3319
Yamuna,B,8.41,5.01,17.75,7.05,1.08,641.21,15.55,4660,New Delhi,28.6139,77.209
Mahanadi,E,7.72,12.24,13.69,6.34,2.81,244.28,22.11,1665,Paradip,20.316,86.6103
Narmada,D,7.54,14.96,27.25,3.04,9.63,581.51,16.75,1765,Vadodara,22.3072,73.1812
Yamuna,D,6.88,1.42,25.69,5.01,6.52,211.14,27.88,55,Agra,27.1767,78.0081
Yamuna,C,8.8,13.56,21.55,2.79,3.36,80.25,11.4,1269,Mathura,27.4924,77.6737
Yamuna,C,7.19,9.72,21.71,6.98,1.6,200.85,13.96,4648,Mathura,27.4924,77.6737
Krishna,D,6.26,14.63,30.06,5.57,1.25,183.97,2.75,3242,Guntur,16.3067,80.4365
Yamuna,E,7.85,7.51,16.5,8.22,3.2,303.31,18.31,1461,Prayagraj,25.4358,81.8463
Brahmaputra,D,6.34,12.86,30.87,3.76,8.93,363.84,8.72,2128,Goalpara,26.17,90.62
Ganga,E,7.04,1.87,26.92,3.32,4.74,431.4,4.89,2577,Kolkata,22.5726,88.3639
Kaveri,C,7.52,5.69,21.64,5.25,7.48,407.57,16.38,2002,Erode,11.341,77.7172
Godavari,A,8.62,1.94,22.53,9.41,9.26,253.01,16.02,3133,Nashik,19.9975,73.7898
Yamuna,C,7.48,14.65,17.9,7.68,4.67,71.88,2.37,2350,Mathura,27.4924,77.6737
Narmada,C,8.11,12.44,29.3,5.35,2.72,503.83,20.98,4917,Hoshangabad,22.7441,77.7369
Yamuna,B,8.98,12.94,23.8,6.14,5.65,346.81,18.75,1498,New Delhi,28.6139,77.209
Narmada,B,6.39,14.13,19.38,2.67,9.17,274,5.75,1583,Jabalpur,23.1815,79.9864
